Y,Data,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
0,3/8/2005,438.56,0.078,4745.0,314.39,81.98,104.66,1.928,54.59,12.4,4.707,4.393,3.614,2.746,2.76,4.201,3.712,2.413,2.02,4.405,3.823,2.319,2.445,1.495,0.124,4.669,4.766,4.841,1240.67,677.566,1514.08,781.53,504.321,139.968,439.848,208.148,1144.05,94.41,720.3,1184.24,538.59,282.69,26.31
0,3/15/2005,440.63,0.081,4685.0,320.81,82.12,104.36,1.914,55.05,13.15,4.825,4.547,3.734,2.787,2.82,4.205,3.712,2.432,2.06,4.416,3.821,2.322,2.424,1.465,0.119,4.619,4.715,4.787,1234.23,673.963,1500.25,776.31,499.48,139.489,430.309,206.743,1124.71,93.89,716.8,1084.36,530.59,278.0,25.96
0,3/22/2005,431.25,0.026,4679.0,316.01,83.36,105.09,1.898,56.03,14.27,4.905,4.643,3.822,2.859,2.85,4.144,3.687,2.558,2.06,4.386,3.82,2.566,2.359,1.42,0.11,4.649,4.731,4.735,1230.41,672.922,1489.87,765.05,492.139,137.568,425.911,205.3,1100.63,92.79,721.12,1080.87,509.95,269.62,25.94
0,3/29/2005,426.45,0.042,4672.0,310.43,84.32,107.58,1.875,54.23,14.49,4.841,4.575,3.834,2.829,2.85,4.16,3.703,2.588,2.07,4.399,3.841,2.603,2.3,1.345,0.11,4.637,4.726,4.756,1230.84,672.047,1491.06,759.65,487.127,137.875,421.364,203.126,1095.07,93.29,706.05,1034.74,509.68,261.99,25.21
0,4/5/2005,424.85,0.056,4649.0,313.82,84.66,108.36,1.877,56.04,13.68,4.752,4.47,3.717,2.777,2.871,4.092,3.597,2.465,2.07,4.327,3.741,2.486,2.335,1.355,0.09,4.615,4.686,4.664,1238.18,674.408,1495.28,758.81,487.356,137.271,425.295,205.058,1109.65,93.79,715.34,1075.68,521.98,269.88,25.52
0,4/12/2005,427.52,0.067,4753.0,303.97,84.44,108.21,1.885,51.86,11.3,4.658,4.354,3.683,2.757,2.93,4.102,3.545,2.408,2.06,4.33,3.687,2.424,2.334,1.34,0.09,4.61,4.675,4.63,1242.68,676.519,1502.88,761.17,490.286,138.073,430.458,206.142,1115.85,94.07,708.85,1081.22,529.12,266.08,25.64
0,4/19/2005,433.18,-0.097,4735.0,304.44,83.76,107.02,1.915,52.29,14.96,4.542,4.213,3.506,2.901,2.99,4.023,3.443,2.309,2.07,4.269,3.604,2.331,2.285,1.28,0.076,4.51,4.568,4.578,1251.03,681.629,1509.09,754.31,487.318,136.697,429.549,209.431,1083.94,91.8,677.6,1046.53,505.92,251.63,24.69
0,4/26/2005,436.92,-0.15,4172.0,308.3,83.96,106.07,1.904,54.2,14.91,4.572,4.267,3.647,2.901,3.04,3.996,3.449,2.312,2.06,4.259,3.609,2.333,2.244,1.254,0.071,4.486,4.549,4.563,1248.5,680.699,1509.7,755.1,487.932,137.285,431.198,208.622,1083.28,91.96,677.97,1068.18,517.81,260.34,25.41
0,5/3/2005,427.3,-0.082,3815.0,292.27,84.51,105.09,1.892,49.5,14.53,4.482,4.166,3.633,2.901,3.089,3.936,3.378,2.223,2.09,4.198,3.548,2.245,2.24,1.23,0.075,4.424,4.485,4.5,1251.11,683.466,1511.45,751.17,486.434,136.967,433.301,208.591,1092.2,91.44,678.77,1036.94,506.65,255.37,25.18
0,5/10/2005,427.91,0.02,4016.0,297.15,84.45,105.59,1.882,52.07,14.91,4.568,4.202,3.666,2.89,3.09,3.909,3.36,2.216,2.06,4.169,3.52,2.239,2.309,1.285,0.08,4.443,4.497,4.464,1251.15,682.2,1511.04,751.42,486.792,136.011,434.414,208.686,1097.58,91.85,688.87,1061.16,506.88,264.91,25.62
0,5/17/2005,420.95,0.099,3695.0,286.43,86.21,107.15,1.84,48.97,14.57,4.473,4.115,3.591,2.87,3.09,3.847,3.303,2.224,2.07,4.112,3.481,2.242,2.37,1.294,0.095,4.32,4.357,4.293,1253.48,685.978,1513.02,740.18,480.19,133.901,433.971,207.157,1104.99,91.93,669.8,1040.59,481.22,265.18,24.46
0,5/24/2005,417.85,0.012,3430.0,286.83,86.37,107.5,1.828,49.67,12.69,4.358,4.029,3.59,2.942,3.09,3.775,3.302,2.213,2.07,4.069,3.508,2.228,2.295,1.255,0.077,4.296,4.342,4.265,1257.4,687.776,1524.21,753.16,487.124,135.72,438.784,207.341,1124.35,93.82,685.31,1071.36,510.4,269.96,24.71
0,5/31/2005,417.1,0.011,3219.0,292.08,87.76,108.03,1.823,51.97,13.29,4.321,3.983,3.574,2.94,3.111,3.805,3.274,2.141,2.08,4.091,3.488,2.158,2.288,1.239,0.08,4.326,4.354,4.248,1260.32,688.227,1533.0,762.86,491.456,137.174,442.587,205.964,1121.5,94.72,689.95,1103.98,509.35,275.71,25.06
0,6/7/2005,425.2,-0.081,2995.0,300.26,87.49,106.61,1.835,53.76,12.39,4.191,3.903,3.557,3.003,3.17,3.649,3.158,2.053,2.04,3.957,3.384,2.065,2.259,1.23,0.08,4.233,4.265,4.199,1262.69,691.798,1544.61,772.94,496.066,138.661,443.912,207.361,1127.45,96.56,687.67,1085.35,502.05,278.77,25.23
0,6/14/2005,427.32,-0.127,2705.0,300.55,89.3,109.38,1.806,55.0,11.79,4.414,4.109,3.683,2.993,3.22,3.718,3.201,2.086,2.08,4.029,3.423,2.099,2.295,1.235,0.08,4.283,4.327,4.319,1257.75,687.922,1525.6,772.4,495.363,140.43,444.212,203.667,1133.34,97.45,692.57,1119.06,511.9,281.93,25.22
0,6/21/2005,437.7,-0.126,2510.0,311.03,88.12,108.39,1.826,58.9,11.08,4.325,4.042,3.684,3.014,3.28,3.725,3.222,2.066,2.07,4.032,3.428,2.055,2.335,1.289,0.081,4.326,4.366,4.302,1261.55,689.41,1534.03,774.97,497.801,140.851,447.013,205.331,1142.72,98.14,702.74,1159.63,514.22,290.89,25.56
0,6/28/2005,436.8,-0.118,2606.0,304.48,88.99,109.89,1.816,58.2,11.58,4.248,3.972,3.643,3.127,3.326,3.683,3.164,2.047,2.08,3.986,3.378,2.05,2.224,1.199,0.07,4.238,4.263,4.15,1264.0,692.683,1542.86,775.84,498.206,140.443,448.952,206.104,1131.95,97.74,703.02,1156.29,520.67,289.36,26.24
0,7/5/2005,422.5,-0.126,2434.0,309.76,90.44,111.78,1.754,59.59,11.68,4.362,4.107,3.782,3.156,3.34,3.714,3.213,2.161,2.08,4.037,3.43,2.173,2.28,1.224,0.076,4.268,4.291,4.152,1260.32,689.931,1532.81,778.47,498.583,141.178,448.726,202.227,1135.38,98.51,712.21,1146.73,537.77,296.99,26.12
0,7/12/2005,425.3,-0.129,2345.0,311.68,88.35,111.0,1.776,60.62,10.95,4.385,4.144,3.833,3.199,3.38,3.739,3.226,2.188,2.03,4.075,3.443,2.2,2.318,1.235,0.075,4.322,4.343,4.134,1260.92,690.991,1533.14,784.14,503.331,141.532,451.003,204.001,1152.02,98.73,713.48,1188.16,562.59,298.75,25.88
0,7/19/2005,420.2,0.035,2247.0,304.79,89.85,112.88,1.738,57.46,10.45,4.423,4.181,3.851,3.292,3.43,3.787,3.283,2.229,2.08,4.116,3.487,2.227,2.355,1.271,0.07,4.351,4.371,4.104,1261.46,690.299,1532.18,786.88,503.193,142.357,450.112,200.902,1159.0,99.72,717.16,1169.62,554.16,301.5,26.34
0,7/26/2005,423.25,0.053,1951.0,306.13,90.0,112.22,1.742,59.2,10.99,4.447,4.226,3.93,3.416,3.48,3.745,3.239,2.212,2.07,4.061,3.446,2.214,2.38,1.26,0.079,4.327,4.351,4.125,1259.78,689.536,1530.99,788.61,503.752,142.596,448.796,201.503,1160.08,100.11,714.25,1112.87,569.02,309.07,27.4
0,8/2/2005,431.9,0.162,1749.0,317.57,88.76,111.39,1.771,61.89,11.75,4.544,4.336,4.04,3.467,3.534,3.817,3.331,2.298,2.11,4.124,3.527,2.277,2.463,1.364,0.13,4.364,4.403,4.234,1256.87,687.794,1526.05,790.3,506.675,143.342,451.806,202.849,1172.72,101.73,726.5,1241.02,596.3,317.33,28.64
0,8/9/2005,434.3,0.338,1907.0,314.67,87.89,112.08,1.784,63.07,12.4,4.572,4.39,4.108,3.508,3.57,3.833,3.372,2.341,2.09,4.155,3.575,2.314,2.45,1.409,0.126,4.388,4.43,4.237,1255.14,686.605,1520.91,786.79,506.174,142.884,452.471,203.734,1159.08,101.71,725.38,1287.12,614.61,309.73,28.61
0,8/16/2005,446.1,0.282,2215.0,319.58,87.39,109.58,1.807,66.08,13.52,4.418,4.207,4.0,3.529,3.583,3.719,3.241,2.206,2.08,4.036,3.439,2.193,2.53,1.475,0.154,4.283,4.326,4.225,1261.93,691.479,1534.76,789.15,507.795,143.559,454.906,206.793,1148.46,101.74,753.92,1277.32,627.66,315.13,29.78
0,8/23/2005,439.1,0.247,2612.0,317.56,88.08,109.76,1.801,65.71,13.34,4.398,4.18,3.976,3.509,3.64,3.657,3.176,2.212,2.08,3.976,3.382,2.201,2.52,1.45,0.145,4.255,4.285,4.19,1263.27,692.856,1540.11,792.54,508.682,144.465,454.808,206.706,1147.11,101.54,766.99,1238.06,640.85,309.51,28.43
0,8/30/2005,430.5,0.179,2608.0,331.2,88.35,111.43,1.784,69.81,13.65,4.311,4.092,3.934,3.55,3.67,3.625,3.151,2.242,2.08,3.947,3.355,2.229,2.43,1.369,0.145,4.205,4.227,4.132,1266.89,694.68,1548.37,793.88,509.468,144.308,456.247,207.786,1138.83,99.96,768.72,1283.92,660.39,314.58,28.19
0,9/6/2005,444.55,0.01,2418.0,329.36,86.57,109.67,1.842,65.96,12.93,4.358,4.097,3.801,3.485,3.689,3.566,3.077,2.156,2.09,3.889,3.284,2.156,2.368,1.315,0.135,4.21,4.232,4.128,1269.11,696.227,1547.82,792.89,512.349,144.548,461.253,211.859,1161.99,102.83,777.95,1368.14,666.31,321.61,28.52
0,9/13/2005,446.65,0.041,2766.0,318.0,87.75,110.76,1.823,63.11,12.39,4.415,4.128,3.857,3.467,3.75,3.602,3.093,2.214,2.08,3.913,3.3,2.209,2.433,1.366,0.165,4.19,4.219,4.176,1268.65,696.077,1544.77,793.96,512.206,144.927,463.0,210.398,1160.63,102.95,796.72,1373.33,673.45,331.92,28.18
0,9/20/2005,464.95,0.04,3011.0,325.16,88.6,111.69,1.803,66.23,12.64,4.524,4.244,3.974,3.591,3.812,3.572,3.086,2.23,2.08,3.879,3.284,2.222,2.401,1.364,0.16,4.219,4.249,4.182,1265.85,693.212,1534.94,787.28,509.768,144.87,465.255,208.99,1151.6,104.34,818.81,1457.48,726.65,343.35,28.75
0,9/27/2005,460.4,0.046,3011.0,327.03,89.6,113.4,1.766,65.07,12.76,4.538,4.283,4.067,3.477,3.838,3.602,3.129,2.326,2.08,3.898,3.334,2.287,2.399,1.4,0.185,4.261,4.303,4.249,1264.39,691.958,1531.59,785.82,508.704,144.515,467.308,206.796,1145.85,104.32,833.94,1519.96,764.8,342.77,28.25
0,10/4/2005,465.7,-0.018,2981.0,329.73,90.1,114.3,1.759,63.9,13.2,4.601,4.369,4.207,3.601,3.88,3.613,3.185,2.413,2.15,3.909,3.38,2.455,2.485,1.558,0.231,4.251,4.298,4.188,1260.78,690.092,1525.65,785.53,508.855,144.99,468.428,206.196,1145.62,106.33,865.5,1533.71,806.92,354.56,29.41
0,10/11/2005,477.5,0.112,3202.0,330.47,89.97,114.45,1.747,63.53,15.63,4.597,4.393,4.217,3.64,3.94,3.623,3.188,2.469,2.02,3.923,3.381,2.506,2.489,1.534,0.224,4.256,4.297,4.138,1261.67,691.105,1525.93,779.79,505.153,144.073,463.657,205.777,1117.47,103.78,856.41,1480.72,762.27,345.16,28.33
0,10/18/2005,472.8,0.052,3305.0,329.18,90.29,115.71,1.749,63.2,15.33,4.693,4.471,4.244,3.849,3.997,3.719,3.289,2.506,2.08,4.002,3.475,2.543,2.544,1.56,0.281,4.327,4.393,4.275,1258.87,688.814,1517.2,781.86,504.917,145.293,460.006,204.76,1110.41,101.92,847.43,1398.07,700.88,328.62,27.63
0,10/25/2005,472.8,0.126,3125.0,329.19,89.24,114.88,1.785,62.44,14.53,4.735,4.536,4.331,3.922,4.051,3.745,3.311,2.55,2.08,4.028,3.502,2.594,2.385,1.515,0.255,4.299,4.379,4.344,1257.68,689.179,1516.27,784.45,507.541,145.963,461.338,205.963,1129.18,101.01,845.43,1419.28,693.3,323.17,26.71
0,11/1/2005,459.95,0.081,3081.0,315.83,90.08,116.61,1.763,59.85,14.85,4.759,4.565,4.399,3.953,4.09,3.803,3.418,2.645,2.07,4.13,3.62,2.693,2.388,1.573,0.291,4.223,4.305,4.358,1252.87,687.065,1510.06,780.24,505.613,145.098,463.236,204.843,1134.77,102.57,889.97,1494.89,720.33,321.38,27.05
0,11/8/2005,461.4,0.181,2935.0,318.24,91.37,117.15,1.742,59.71,13.08,4.759,4.553,4.408,3.953,4.09,3.81,3.462,2.699,2.09,4.145,3.659,2.753,2.395,1.593,0.32,4.26,4.347,4.398,1252.96,687.292,1511.41,782.01,505.298,145.459,464.216,203.037,1150.89,104.89,906.81,1526.96,743.58,335.87,26.95
0,11/15/2005,468.2,0.163,3029.0,312.73,92.09,119.03,1.733,56.98,12.23,4.748,4.559,4.46,4.004,4.121,3.839,3.506,2.716,2.08,4.188,3.71,2.787,2.325,1.465,0.251,4.182,4.274,4.384,1252.89,686.944,1512.11,777.95,503.208,144.624,465.451,201.93,1161.05,105.56,893.88,1488.36,737.49,343.55,27.57
0,11/22/2005,492.55,0.146,2837.0,315.5,91.5,119.28,1.714,58.84,10.6,4.654,4.428,4.3,3.911,4.17,3.813,3.484,2.775,2.08,4.15,3.675,2.833,2.395,1.47,0.236,4.125,4.201,4.272,1263.46,690.606,1522.74,780.7,505.636,144.208,469.69,202.514,1192.52,106.25,929.8,1536.44,764.42,345.94,28.18
0,11/29/2005,498.3,0.147,2743.0,311.23,91.62,119.45,1.72,56.5,11.89,4.691,4.476,4.39,3.973,4.22,3.805,3.467,2.764,2.11,4.151,3.641,2.834,2.374,1.454,0.23,4.124,4.199,4.293,1260.31,690.771,1521.07,783.62,507.463,144.326,471.046,203.192,1188.81,106.22,941.0,1586.95,776.63,362.09,28.41
0,12/6/2005,509.08,0.243,2746.0,324.29,91.44,120.82,1.742,59.94,11.52,4.678,4.484,4.391,4.025,4.331,3.715,3.373,2.663,1.8,4.061,3.549,2.757,2.388,1.555,0.255,4.135,4.21,4.317,1260.48,690.639,1520.05,783.64,508.306,144.148,473.855,204.493,1194.71,108.37,967.78,1679.78,801.1,359.35,28.69
0,12/13/2005,522.9,0.194,2613.0,335.62,90.38,120.08,1.768,61.37,11.11,4.724,4.521,4.4,3.901,4.368,3.714,3.403,2.798,2.32,4.054,3.574,2.858,2.406,1.575,0.265,4.105,4.212,4.389,1261.57,691.117,1519.16,786.85,510.91,145.365,474.163,206.201,1199.27,108.42,990.15,1614.7,810.86,376.78,29.06
0,12/20/2005,495.68,0.269,2475.0,325.81,90.78,117.1,1.753,57.98,11.19,4.653,4.462,4.401,3.963,4.37,3.633,3.348,2.845,2.33,3.985,3.54,2.87,2.354,1.52,0.26,4.025,4.116,4.27,1266.78,693.62,1526.39,787.87,511.391,145.35,475.486,206.756,1191.24,108.83,979.72,1535.83,810.72,379.99,29.47
0,12/27/2005,507.88,0.288,2407.0,324.59,91.19,117.19,1.73,58.16,11.57,4.504,4.339,4.343,3.96,4.38,3.611,3.325,2.872,2.35,3.963,3.522,2.905,2.294,1.49,0.284,4.036,4.123,4.221,1272.92,696.497,1539.4,789.91,513.051,145.062,479.226,206.477,1188.27,109.5,993.37,1552.55,814.84,378.2,29.58
0,1/3/2006,528.7,0.261,2438.0,336.37,89.84,116.41,1.742,63.14,11.14,4.546,4.366,4.325,4.114,4.39,3.588,3.326,2.878,2.42,3.943,3.531,2.923,2.298,1.47,0.286,3.967,4.049,4.161,1273.25,697.359,1537.22,791.95,515.428,145.253,482.187,208.466,1200.1,110.4,1000.95,1621.62,820.05,388.75,29.7
0,1/10/2006,542.08,0.192,2470.0,336.45,89.33,114.59,1.764,63.37,10.86,4.611,4.426,4.391,4.284,4.437,3.53,3.287,2.846,2.34,3.903,3.491,2.883,2.258,1.425,0.265,3.908,4.026,4.29,1274.34,697.837,1533.94,799.13,520.682,147.448,484.082,209.64,1221.29,111.36,1004.61,1725.33,873.55,387.02,31.19
0,1/17/2006,555.98,0.137,2263.0,342.45,89.3,115.86,1.762,66.31,11.91,4.502,4.326,4.323,4.321,4.48,3.528,3.267,2.819,2.21,3.901,3.474,2.851,2.283,1.425,0.245,3.711,3.857,4.205,1280.26,700.831,1543.1,797.09,519.993,147.056,485.412,211.64,1214.18,111.08,988.33,1764.86,927.66,380.33,31.83
0,1/24/2006,557.4,0.119,2050.0,343.72,88.06,114.56,1.789,67.06,13.31,4.572,4.392,4.382,4.387,4.53,3.628,3.37,2.892,2.33,4.007,3.585,2.932,2.325,1.435,0.235,3.703,3.868,4.268,1279.99,701.269,1540.59,800.34,523.85,147.462,488.883,212.538,1199.27,109.51,980.65,1871.7,967.63,389.79,32.65
0,1/31/2006,571.95,0.064,2081.0,348.66,88.96,116.85,1.784,67.92,12.95,4.677,4.517,4.516,4.46,4.57,3.728,3.467,2.955,2.33,4.115,3.692,3.001,2.399,1.56,0.289,3.844,3.998,4.317,1274.7,698.56,1532.02,802.96,524.284,148.422,487.231,210.547,1211.66,113.06,1042.8,1950.14,965.5,403.6,33.41
0,2/7/2006,552.25,0.107,2192.0,336.43,90.24,118.13,1.745,63.09,13.59,4.654,4.567,4.6,4.491,4.57,3.773,3.514,2.956,2.4,4.152,3.728,3.001,2.319,1.568,0.305,3.939,4.075,4.317,1273.77,699.489,1531.02,802.96,523.744,148.381,488.665,207.62,1186.78,112.94,1041.05,1848.23,964.07,408.74,34.16
0,2/14/2006,546.7,0.078,2389.0,325.05,90.54,117.63,1.734,59.57,12.25,4.589,4.612,4.678,4.553,4.57,3.756,3.498,2.924,2.34,4.149,3.71,2.977,2.298,1.595,0.395,3.898,4.029,4.209,1270.86,699.78,1527.1,802.35,524.242,147.776,492.223,206.451,1204.35,113.99,1000.02,1861.9,975.51,409.37,33.96
0,2/21/2006,554.55,0.268,2792.0,330.26,90.55,118.8,1.745,61.1,12.41,4.531,4.567,4.698,4.549,4.57,3.718,3.448,2.914,2.34,4.11,3.662,2.963,2.169,1.525,0.4,3.86,3.999,4.228,1276.54,701.845,1534.49,807.29,527.287,148.591,493.893,207.951,1211.64,115.69,992.23,1978.72,1035.73,409.93,34.62
0,2/28/2006,561.2,0.271,2680.0,324.36,90.11,115.81,1.754,61.41,12.34,4.508,4.553,4.675,4.616,4.63,3.716,3.489,3.021,2.35,4.102,3.705,3.083,2.225,1.585,0.465,3.864,4.024,4.337,1280.64,703.254,1538.94,808.32,529.076,148.75,497.885,208.477,1210.23,115.09,1022.78,1985.83,1033.92,415.91,34.47
0,3/7/2006,553.2,0.177,2667.0,321.45,90.77,117.77,1.737,61.58,12.66,4.709,4.724,4.75,4.595,4.69,3.799,3.599,3.118,2.35,4.19,3.875,3.157,2.259,1.645,0.51,3.91,4.078,4.403,1270.25,700.136,1523.27,805.69,525.905,148.895,490.256,205.976,1205.46,115.08,997.34,1867.46,1001.66,436.34,33.81
0,3/14/2006,550.55,0.18,2666.0,326.97,90.0,117.44,1.746,63.1,10.74,4.699,4.694,4.632,4.585,4.749,3.907,3.654,3.173,2.58,4.283,3.93,3.188,2.289,1.675,0.535,3.996,4.156,4.403,1274.91,701.093,1528.42,808.23,528.161,148.94,491.526,206.191,1224.59,117.03,1023.68,1917.25,983.11,440.23,33.42
0,3/21/2006,551.35,0.204,2511.0,322.77,89.62,117.19,1.746,60.57,11.62,4.745,4.719,4.734,4.678,4.794,3.883,3.665,3.211,2.58,4.265,3.945,3.227,2.299,1.73,0.55,4.074,4.226,4.434,1274.29,701.686,1528.42,813.14,530.918,149.318,491.692,205.777,1224.34,117.71,1038.55,1885.03,1014.04,446.63,34.91
0,3/28/2006,567.75,0.211,2533.0,331.66,90.25,117.24,1.75,66.07,11.58,4.796,4.782,4.791,4.636,4.822,3.951,3.731,3.256,2.58,4.343,4.019,3.286,2.22,1.698,0.605,4.084,4.245,4.455,1273.3,700.568,1523.83,814.78,531.254,149.777,489.757,205.434,1221.38,116.94,1040.03,1803.0,1021.16,450.92,35.39
0,4/4/2006,587.95,0.221,2513.0,332.43,88.83,117.5,1.756,66.23,11.14,4.909,4.866,4.817,4.657,4.83,4.06,3.839,3.323,2.62,4.485,4.153,3.372,2.357,1.845,0.654,4.121,4.279,4.472,1269.73,698.378,1517.26,813.96,532.003,149.838,489.106,205.216,1233.65,117.69,1075.06,1963.22,1055.89,474.87,36.58
0,4/11/2006,595.03,0.202,2515.0,340.48,89.44,118.4,1.746,68.98,13.0,4.996,4.922,4.86,4.688,4.86,4.152,3.875,3.272,2.69,4.574,4.179,3.309,2.528,1.884,0.665,4.198,4.335,4.466,1268.24,698.49,1513.81,813.71,529.848,149.668,485.202,204.066,1215.5,117.2,1090.07,1905.72,1114.88,473.95,37.47
0,4/18/2006,618.68,0.213,2495.0,354.89,88.24,117.66,1.777,71.35,11.4,5.076,4.985,4.828,4.709,4.91,4.226,3.947,3.307,2.61,4.666,4.284,3.344,2.6,1.954,0.635,4.222,4.376,4.528,1269.48,698.095,1512.74,814.35,531.881,149.885,487.068,205.18,1234.99,117.28,1073.33,1996.31,1150.82,477.65,38.24
0,4/25/2006,631.25,0.08,2397.0,352.93,87.32,114.95,1.787,72.88,11.75,5.155,5.069,4.932,4.771,4.97,4.243,3.986,3.371,2.62,4.677,4.327,3.482,2.464,1.915,0.605,4.324,4.481,4.601,1266.84,697.413,1508.47,816.75,533.931,150.593,487.201,204.893,1229.97,119.0,1062.25,2023.4,1165.24,471.49,37.18
0,5/2/2006,664.65,0.159,2364.0,357.02,85.79,113.56,1.838,74.61,11.99,5.208,5.11,4.908,4.802,5.04,4.222,3.984,3.403,2.65,4.636,4.298,3.52,2.454,1.92,0.65,4.282,4.464,4.654,1266.71,697.172,1509.73,819.42,537.173,151.158,488.44,209.135,1240.44,119.3,1072.38,2113.71,1205.21,494.35,37.81
0,5/9/2006,698.2,0.242,2414.0,354.93,84.83,111.25,1.864,70.69,11.99,5.198,5.123,4.958,4.875,5.08,4.276,4.031,3.418,2.39,4.689,4.335,3.522,2.469,1.959,0.71,4.337,4.536,4.771,1267.1,698.215,1510.57,820.82,538.591,151.414,488.075,210.295,1252.84,120.51,1079.4,2194.22,1236.89,510.18,39.18
0,5/16/2006,690.65,0.197,2502.0,353.2,84.17,110.05,1.882,69.53,13.35,5.209,5.097,4.942,4.813,5.081,4.262,3.978,3.295,2.61,4.689,4.29,3.393,2.446,1.959,0.79,4.171,4.403,4.74,1268.17,698.955,1510.52,819.93,537.331,151.643,483.614,212.727,1221.02,115.51,1016.13,1975.09,1133.56,482.07,37.0
0,5/23/2006,670.8,0.129,2468.0,352.31,84.35,111.32,1.882,71.76,18.26,5.116,5.014,4.916,4.813,5.081,4.22,3.932,3.274,2.6,4.657,4.241,3.372,2.344,1.795,0.698,4.234,4.441,4.725,1269.15,700.952,1513.9,817.0,534.16,150.97,478.733,212.731,1186.69,111.51,973.19,1740.4,1018.69,438.23,35.22
1,5/30/2006,658.25,0.044,2416.0,347.88,84.28,111.99,1.883,72.03,18.66,5.184,5.078,4.966,4.808,5.093,4.234,3.939,3.318,2.6,4.671,4.253,3.429,2.368,1.837,0.803,4.21,4.413,4.681,1269.18,701.621,1512.57,818.2,535.257,151.676,478.933,213.136,1189.81,110.83,995.66,1707.23,1062.43,437.02,35.0
1,6/6/2006,628.53,-0.119,2580.0,344.78,84.73,113.22,1.862,72.5,17.34,5.076,5.002,4.992,4.854,5.13,4.264,3.99,3.428,2.59,4.72,4.311,3.522,2.403,1.859,0.845,4.312,4.511,4.731,1275.58,703.93,1519.86,817.9,535.468,151.818,481.592,211.423,1193.17,109.67,969.62,1711.27,1035.07,403.5,35.34
0,6/13/2006,568.05,-0.079,2699.0,330.23,86.48,115.16,1.839,68.56,23.81,5.015,4.963,5.001,4.886,5.184,4.151,3.868,3.319,2.48,4.602,4.183,3.375,2.381,1.774,0.734,4.192,4.38,4.658,1277.44,705.234,1524.13,817.36,533.308,152.244,479.891,211.122,1153.26,105.85,898.75,1489.75,852.16,363.64,31.66
0,6/20/2006,570.69,-0.018,2729.0,333.1,86.18,114.85,1.843,68.94,16.69,5.191,5.151,5.19,4.917,5.279,4.264,3.995,3.461,2.84,4.712,4.309,3.514,2.499,1.858,0.801,4.339,4.542,4.848,1267.52,699.128,1506.56,812.07,530.739,151.871,478.309,209.303,1168.8,109.16,929.5,1593.68,956.22,394.5,32.52
0,6/27/2006,583.5,-0.028,2862.0,337.07,86.47,116.28,1.823,71.92,16.4,5.232,5.202,5.236,5.031,5.341,4.347,4.094,3.588,2.83,4.786,4.404,3.636,2.515,1.9,0.81,4.331,4.554,4.841,1264.17,697.347,1502.48,808.89,526.57,150.285,472.532,208.235,1169.28,108.74,956.16,1650.6,986.65,407.84,33.89
0,7/4/2006,620.25,0.005,2965.0,346.39,85.15,114.62,1.846,73.93,13.05,5.2,5.151,5.166,5.062,5.334,4.313,4.078,3.575,2.89,4.746,4.379,3.621,2.604,1.96,0.865,4.302,4.522,4.764,1269.52,698.909,1511.1,816.17,533.95,151.818,480.658,211.547,1208.97,113.17,990.67,1864.9,1091.49,430.16,36.05
0,7/11/2006,639.03,0.028,2849.0,350.28,85.36,114.3,1.842,74.16,13.14,5.146,5.102,5.149,5.052,5.356,4.298,4.051,3.586,2.78,4.736,4.342,3.653,2.584,1.959,0.879,4.266,4.476,4.726,1273.33,701.223,1517.56,818.93,536.153,151.743,485.389,211.958,1199.74,112.03,981.13,1809.26,1082.16,427.66,36.07
0,7/18/2006,633.75,-0.063,3053.0,341.85,87.01,117.54,1.825,73.54,17.74,5.165,5.132,5.183,5.125,5.37,4.283,4.014,3.569,2.83,4.715,4.307,3.634,2.491,1.82,0.739,4.274,4.493,4.786,1272.26,701.422,1515.17,816.58,533.504,152.086,484.925,210.256,1164.89,108.64,913.97,1704.05,1020.56,412.03,34.84
0,7/25/2006,617.2,-0.136,3221.0,340.74,86.64,117.28,1.841,73.75,14.85,5.122,5.065,5.114,5.125,5.394,4.228,3.963,3.531,2.83,4.658,4.255,3.596,2.544,1.87,0.803,4.252,4.469,4.749,1279.31,704.648,1523.35,820.06,538.01,152.941,490.253,212.722,1194.71,112.4,954.01,1800.96,1062.14,418.52,35.94
0,8/1/2006,646.89,-0.064,3337.0,349.56,85.01,114.69,1.875,74.91,15.05,5.061,4.977,4.95,5.104,5.391,4.199,3.929,3.508,2.78,4.633,4.226,3.572,2.574,1.915,0.831,4.228,4.448,4.751,1289.44,707.45,1533.96,823.96,541.804,153.498,494.11,215.226,1196.23,113.36,974.74,1810.14,1086.0,431.01,36.34
0,8/8/2006,646.94,-0.096,3679.0,350.73,84.83,115.05,1.907,76.31,15.23,5.019,4.919,4.899,5.094,5.368,4.16,3.903,3.544,2.7,4.584,4.188,3.607,2.435,1.825,0.794,4.221,4.463,4.947,1294.32,710.407,1540.59,828.49,546.055,154.332,498.894,218.346,1196.34,113.64,973.11,1855.32,1147.1,440.9,36.9
